  0.221  0.6684  -3.50
  0.441  0.8912  -1.00
  0.662  0.9732  -0.24
  0.882  1.0209   0.18
  1.103  1.0611   0.51
  1.323  1.1025   0.85
  1.543  1.1493   1.21
  1.764  1.2041   1.61
  1.985  1.2692   2.07
  2.205  1.3470   2.59
  2.426  1.4399   3.16
  2.646  1.5504   3.81
  2.867  1.6800   4.50
  3.087  1.8276   5.23
  3.308  1.9857   5.95
  3.528  2.1346   6.58
  3.749  2.2381   6.99
  3.969  2.2540   7.05
  4.189  2.1623   6.69
  4.410  1.9855   5.95
  4.631  1.7702   4.96
  4.851  1.5556   3.84
  5.072  1.3620   2.68
  5.292  1.1956   1.55
  5.513  1.0554   0.47
  5.733  0.9379  -0.56
  5.954  0.8394  -1.52
  6.174  0.7563  -2.42
  6.395  0.6857  -3.27
  6.615  0.6253  -4.07
  6.836  0.5733  -4.83
  7.056  0.5282  -5.54
  7.276  0.4887  -6.21
  7.497  0.4540  -6.85
  7.718  0.4234  -7.46
  7.938  0.3961  -8.04
  8.159  0.3718  -8.59
  8.379  0.3500  -9.11
  8.600  0.3303  -9.61
  8.820  0.3125 -10.10
  9.041  0.2964 -10.56
  9.261  0.2817 -11.00
  9.482  0.2683 -11.42
  9.702  0.2560 -11.83
  9.922  0.2447 -12.22
 10.143  0.2343 -12.59
 10.364  0.2248 -12.96
 10.584  0.2159 -13.31
 10.805  0.2077 -13.64
 11.025  0.2001 -13.97
 11.246  0.1930 -14.28
 11.466  0.1864 -14.58
 11.687  0.1803 -14.87
 11.907  0.1746 -15.15
 12.128  0.1692 -15.42
 12.348  0.1642 -15.68
 12.569  0.1595 -15.94
 12.789  0.1551 -16.18
 13.010  0.1509 -16.41
 13.230  0.1470 -16.64
 13.451  0.1434 -16.86
 13.671  0.1399 -17.07
 13.892  0.1367 -17.27
 14.112  0.1336 -17.47
 14.333  0.1307 -17.66
 14.553  0.1280 -17.84
 14.774  0.1255 -18.02
 14.994  0.1231 -18.19
 15.215  0.1208 -18.35
 15.435  0.1186 -18.50
 15.656  0.1166 -18.65
 15.876  0.1147 -18.80
 16.097  0.1129 -18.94
 16.317  0.1112 -19.07
 16.538  0.1096 -19.19
 16.758  0.1080 -19.32
 16.979  0.1066 -19.43
 17.199  0.1053 -19.54
 17.419  0.1040 -19.64
 17.640  0.1028 -19.74
 17.860  0.1017 -19.84
 18.081  0.1007 -19.93
 18.302  0.0997 -20.01
 18.522  0.0988 -20.09
 18.743  0.0980 -20.16
 18.963  0.0972 -20.23
 19.184  0.0965 -20.29
 19.404  0.0959 -20.35
 19.625  0.0953 -20.41
 19.845  0.0947 -20.45
 20.066  0.0943 -20.50
 20.286  0.0938 -20.54
 20.507  0.0935 -20.57
 20.727  0.0931 -20.60
 20.948  0.0929 -20.63
 21.168  0.0926 -20.65
 21.389  0.0925 -20.67
 21.609  0.0923 -20.68
 21.830  0.0923 -20.68
 22.050  0.0922 -20.69
